system,path,name,size,attrhex,attrstr,created,accessed,modified,companyname,filedescription,fileversion,internalname,legalcopyright,originalfilename,productname,productversion,cert_exists,cert_verified,cert_result,cert_comment,cert_signer,cert_type,md5,sha1,sha256
"CrowdResponse","C:\Windows\system32\","url.dll","236032","0x20","ARCHIVE","2018-09-15T07:29:16Z","2018-09-15T07:29:16Z","2018-09-15T07:29:16Z","Microsoft Corporation","Internet Shortcut Shell Extension DLL","11.00.17763.1 (WinBuild.160101.0800)","URL","&#169; Microsoft Corporation. All rights reserved.","URL.DLL","Internet Explorer","11.00.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","ce415c32217d7b0e87f6debdeb7339d1","4895655684cc7d07df1b0d8dfd0db05875143c6d","8b78a692aa32c0a00fbf471fdac51001b9fd3ec007cb560396d03418741483e9"
"CrowdResponse","C:\Windows\system32\","urlmon.dll","1860608","0x20","ARCHIVE","2019-03-12T06:33:20Z","2023-10-06T17:45:10Z","2019-03-12T06:33:20Z","Microsoft Corporation","OLE32 Extensions for Win32","11.00.17763.1 (WinBuild.160101.0800)","UrlMon.dll","&#169; Microsoft Corporation. All rights reserved.","UrlMon.dll.mui","Internet Explorer","11.00.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","aeec710364246e6eb2bc2935f62718e9","aaa0c442f24c4a3866232d6771bbf0d9707158de","12880835b99cd36c05e60ed6edd6ae5cb66b6b2222e86e977e63f693de681d9e"
"CrowdResponse","C:\Windows\system32\","UsbCApi.dll","40960","0x20","ARCHIVE","2018-09-15T07:28:38Z","2018-09-15T07:28:38Z","2018-09-15T07:28:38Z","Microsoft Corporation","USB Connector API","10.0.17763.1 (WinBuild.160101.0800)","UsbCApi.dll","&#169; Microsoft Corporation. All rights reserved.","UsbCApi.dll","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","30f0a3b36b3c1c49762d9ebc82aa8fd7","3ff0252f2c8b70f52ab260433e7f9b84579801f5","974054cbf9523b08dc7a73848060e567b215015d348c32813efefb553c44bda4"
"CrowdResponse","C:\Windows\system32\","usbceip.dll","123392","0x20","ARCHIVE","2018-09-15T07:28:29Z","2023-10-06T17:44:46Z","2018-09-15T07:28:29Z","Microsoft Corporation","USBCEIP Task","10.0.17763.1 (WinBuild.160101.0800)","USBCEIP","&#169; Microsoft Corporation. All rights reserved.","USBCEIP.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","4af9fd8f3ad24485b5a09aaa11b55bfa","acbe1be961a85aeb9e5275225f5756337204c2b4","9f191e9aadf0b090af5f76068c51d185d5cc0a14e3fd5a0edc1bd7f158687c95"
"CrowdResponse","C:\Windows\system32\","usbmon.dll","336896","0x20","ARCHIVE","2018-09-15T07:28:56Z","2023-10-06T17:44:31Z","2018-09-15T07:28:56Z","Microsoft Corporation","Standard Dynamic Printing Port Monitor DLL","10.0.17763.1 (WinBuild.160101.0800)","DynaMon.dll","&#169; Microsoft Corporation. All rights reserved.","DynaMon.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","2517371801167619c066d910b98b7eb8","8d8f324200e8f5c5708fb55d33d75c7bafdef49f","0f4e9a020c69a2b81994b7eb3ac45154ec74699743a0b59c72d60b69829d0921"
"CrowdResponse","C:\Windows\system32\","usbperf.dll","14336","0x20","ARCHIVE","2018-09-15T07:28:29Z","2023-09-20T10:24:10Z","2018-09-15T07:28:29Z","Microsoft Corporation","USB Performance Objects DLL","10.0.17763.1 (WinBuild.160101.0800)","USBPERF.DLL","&#169; Microsoft Corporation. All rights reserved.","USBPERF.DLL.MUI","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","9f08ee4859b17e40cb658d250d1f8ca2","27ff2d71b76731e5e07e2f31af45da4913285836","f7d45dd9848645bd11312346072848d6b349374eeb73080d6a8f1d127c83bca6"
"CrowdResponse","C:\Windows\system32\","UsbPmApi.dll","45568","0x20","ARCHIVE","2018-09-15T07:28:38Z","2018-09-15T07:28:38Z","2018-09-15T07:28:38Z","","","","","","","","","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","f729741d514ed13ef6afcb1b568987a9","24bcacf187246d73939b7f71f7216582661d03d2","b9b6b2d467fa029bcc6be6efd1abbba35833e23d1bb7196ef33fc26c8623ddb6"
"CrowdResponse","C:\Windows\system32\","UsbSettingsHandlers.dll","74752","0x20","ARCHIVE","2018-09-15T07:29:14Z","2018-09-15T07:29:14Z","2018-09-15T07:29:14Z","Microsoft Corporation","USB Settings Handlers Implementation","10.0.17763.1 (WinBuild.160101.0800)","UsbSettingsHandlers.dll","&#169; Microsoft Corporation. All rights reserved.","UsbSettingsHandlers.dll","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","2a0e7cbc0cdddb84158e2a7b335d8f74","df2ca8df83e1e1da3bcf7f57e800b34df4598c22","e1becaacc1c860ede017ce58080d413360971f97d1ee7eff0cd73bea36dccf5f"
"CrowdResponse","C:\Windows\system32\","UsbTask.dll","54784","0x20","ARCHIVE","2018-09-15T07:28:20Z","2023-10-06T17:44:49Z","2018-09-15T07:28:20Z","Microsoft Corporation","UsbTask","10.0.17763.1 (WinBuild.160101.0800)","UsbTask","&#169; Microsoft Corporation. All rights reserved.","UsbTask.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","dbf6393a213ff2a155a200e737aa8e26","020ce7e11a1226b5e24d2557ad4def5898a52d29","91685df66e77a2386ef7555c33799da7c39ddccb5dd74308cc9a770d08bbdbe4"
"CrowdResponse","C:\Windows\system32\","usbui.dll","90112","0x20","ARCHIVE","2018-09-15T07:28:26Z","2020-11-06T12:35:48Z","2018-09-15T07:28:26Z","Microsoft Corporation","USB UI Dll","10.0.17763.1 (WinBuild.160101.0800)","Usbui","&#169; Microsoft Corporation. All rights reserved.","Usbui.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","b623999ddc4b12d9a850e4cab4d885c0","64a5268827f34150019610f68288b2464adfe7a2","db92274096855da84b54a0637aba3c8327b8c51c58b9d9f27022a1a17b09c704"
"CrowdResponse","C:\Windows\system32\","user32.dll","1664904","0x20","ARCHIVE","2019-03-12T06:33:12Z","2023-10-06T17:44:33Z","2019-03-12T06:33:12Z","Microsoft Corporation","Multi-User Windows USER API Client DLL","10.0.17763.3286 (WinBuild.160101.0800)","user32","&#169; Microsoft Corporation. All rights reserved.","user32","Microsoft&#174; Windows&#174; Operating System","10.0.17763.3286","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","f9068469c512ab3b8ee0306a1b40cb56","bfcf8c34e3acd0fe4bb0ac0c7669e37733864781","da784e3f5b59c3caddccbb61cd1c206b5747223e4e02fd73bc0e8d0aa0268906"
"CrowdResponse","C:\Windows\system32\","UserAccountBroker.exe","47192","0x20","ARCHIVE","2018-09-15T07:28:44Z","2018-09-15T07:28:44Z","2018-09-15T07:28:44Z","Microsoft Corporation","User Account Control Panel Host","10.0.17763.1 (WinBuild.160101.0800)","UserAccountBroker","&#169; Microsoft Corporation. All rights reserved.","UserAccountBroker.exe","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","e2873a4b77297a21ab36972712a25baa","05fdc1cb2bf2ea97feba42bd0dd23490ee109d45","efbf9d87eeba124b157c9d0068450b1880a2a5a09d59c41adde3a292392d0984"
"CrowdResponse","C:\Windows\system32\","UserAccountControlSettings.dll","88576","0x20","ARCHIVE","2018-09-15T07:28:50Z","2018-09-15T07:28:50Z","2018-09-15T07:28:50Z","Microsoft Corporation","UserAccountControlSettings","10.0.17763.1 (WinBuild.160101.0800)","UserAccountControlSettings","&#169; Microsoft Corporation. All rights reserved.","UserAccountControlSettings.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","ecbdd251e9c64d73c3b423026954372f","9e5e4e7f7a87e85d350ef7ef3c093c4abb692cbd","585867f514ebf6a606b30d06745614bb02ef7e515beb5867de63442a62b377ee"
"CrowdResponse","C:\Windows\system32\","UserAccountControlSettings.exe","100352","0x20","ARCHIVE","2018-09-15T07:28:50Z","2018-09-15T07:28:50Z","2018-09-15T07:28:50Z","Microsoft Corporation","UserAccountControlSettings","10.0.17763.1 (WinBuild.160101.0800)","UserAccountControlSettings","&#169; Microsoft Corporation. All rights reserved.","UserAccountControlSettings.exe","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","5cdf41c8c2143f18f3c6f4975f805d08","8ff089959f794745079eb9001bc901aaa5b1f31e","d4efb7bf01874bd00afa1359d302c5f0f5488c577e589b8217fccdeab05e921d"
"CrowdResponse","C:\Windows\system32\","useractivitybroker.dll","203776","0x20","ARCHIVE","2018-09-15T07:28:30Z","2023-09-18T14:58:58Z","2018-09-15T07:28:30Z","Microsoft Corporation","useractivitybroker","10.0.17763.1 (WinBuild.160101.0800)","useractivitybroker","&#169; Microsoft Corporation. All rights reserved.","useractivitybroker.dll","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","f82e96e09dae21fdec868e1704ff2129","94dc797383df37c96f77636ea169ee7f11f5d29a","a01302c4d907c91bcbc41dbc5adb419b8257a052d9d64c63e49740e669c9385b"
"CrowdResponse","C:\Windows\system32\","usercpl.dll","1353728","0x20","ARCHIVE","2018-09-15T07:28:44Z","2023-09-20T11:07:32Z","2018-09-15T07:28:44Z","Microsoft Corporation","User control panel","10.0.17763.1 (WinBuild.160101.0800)","USERCPL","&#169; Microsoft Corporation. All rights reserved.","USERCPL.DLL.MUI","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","9ee7008d10fc273c0b1e3efe26dc7e8d","e8f1c9a773b21413ae5a5c3c21455d240e7d4186","b27d41519ed234243ede2c9f96a186ce6c305fe269ba191382e1b8342c4dccde"
"CrowdResponse","C:\Windows\system32\","UserDataAccessRes.dll","8192","0x20","ARCHIVE","2018-09-15T07:28:36Z","2023-10-06T17:44:05Z","2018-09-15T07:28:36Z","Microsoft Corporation","Resource DLL for the UserDataAccess stack","10.0.17763.1 (WinBuild.160101.0800)","UserDataAccessRes","&#169; Microsoft Corporation. All rights reserved.","UserDataAccessRes.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","8c29d34c58401c4daccfb698dced3310","f59591e90ecb09da0e5cac90d9d66c3a934654cf","7c77c7ebcb8d691b412cd00353a387bf2e5dd647e30ad600f397dad8093953fd"
"CrowdResponse","C:\Windows\system32\","UserDataAccountApis.dll","447488","0x20","ARCHIVE","2018-09-15T07:28:34Z","2023-10-06T17:37:27Z","2018-09-15T07:28:34Z","Microsoft Corporation","DLL for UserDataAccountsRT","10.0.17763.1 (WinBuild.160101.0800)","UserDataAccountApis","&#169; Microsoft Corporation. All rights reserved.","UserDataAccountApis.dll","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","f4273aa4d4212b8fb826a750466a4215","93a8990367d282da02483546be75b60a948c043b","7e31bedcc641e076377a13756cfc6351e0ee60fa22ca003254399ddf48299bc0"
"CrowdResponse","C:\Windows\system32\","UserDataLanguageUtil.dll","43520","0x20","ARCHIVE","2018-09-15T07:28:36Z","2023-10-06T17:39:19Z","2018-09-15T07:28:36Z","Microsoft Corporation","Language-related helper functions for user data","10.0.17763.1 (WinBuild.160101.0800)","CommsLanguageUtil","&#169; Microsoft Corporation. All rights reserved.","CommsLanguageUtil.dll","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","91b6efa27608e6e014bae880cf92c2ea","2a95832f4aca53c71ff3fa11bcb9376eb5de9081","4b90fa3ee444af3a34cf176b85fcff55c4d9eb697dada2b12df1532381f4f563"
"CrowdResponse","C:\Windows\system32\","UserDataPlatformHelperUtil.dll","61952","0x20","ARCHIVE","2018-09-15T07:28:36Z","2023-10-06T17:37:27Z","2018-09-15T07:28:36Z","Microsoft Corporation","Platform Utilities for data access","10.0.17763.1 (WinBuild.160101.0800)","CommsPlatformHelperUtil","&#169; Microsoft Corporation. All rights reserved.","CommsPlatformHelperUtil.dll","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","15740a5f882c883db9136dbf217bfb7b","c99bad91561c788acf0011bfab16cf454c833800","4579a7e36ec6ca686ca2a06d4088a7bb01cf946065762e5d2e3adbcbae1e0917"
"CrowdResponse","C:\Windows\system32\","UserDataService.dll","1540608","0x20","ARCHIVE","2018-09-15T07:28:36Z","2023-10-06T17:44:17Z","2018-09-15T07:28:36Z","Microsoft Corporation","The endpoint for 3rd party APIs to read/write user data","10.0.17763.1 (WinBuild.160101.0800)","USERDATASERVICE","&#169; Microsoft Corporation. All rights reserved.","USERDATASERVICE.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","c05a20a037c6675e854ffe8282be9b20","6729c43b0d608ae59663efb8cc18523b8fef4564","6acdda4fb354f2713a559be4f6e061a2d207e43ea9f0849bfd7110ede70a8e0b"
"CrowdResponse","C:\Windows\system32\","UserDataTimeUtil.dll","120832","0x20","ARCHIVE","2019-03-12T06:33:11Z","2023-10-06T17:18:29Z","2019-03-12T06:33:11Z","Microsoft Corporation","Time-related helper functions for user data","10.0.17763.348 (WinBuild.160101.0800)","CommsTimeUtil","&#169; Microsoft Corporation. All rights reserved.","CommsTimeUtil.dll","Microsoft&#174; Windows&#174; Operating System","10.0.17763.348","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","6f95cf7dd3177e3fef7814e1bcbbe3a0","01bec30b011a055d1f9562ea952ae8f5489204b2","6d454cceece8d8d00bde6c00122fd2f3780ae901cb513a17f8e620fc018e4609"
"CrowdResponse","C:\Windows\system32\","UserDataTypeHelperUtil.dll","46080","0x20","ARCHIVE","2018-09-15T07:28:36Z","2023-10-06T17:37:58Z","2018-09-15T07:28:36Z","Microsoft Corporation","Type Utilities for data access","10.0.17763.1 (WinBuild.160101.0800)","CommsTypeHelperUtil","&#169; Microsoft Corporation. All rights reserved.","CommsTypeHelperUtil.dll","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","40fbac968114023194758698c9195601","f8895d84b426c5b6b3c88afc0e8d4e6b13f2c7d4","596d8e27d7c718a0f22474c6cc4ba6a649f54e71d8d459fad576e07950ae9ce4"
"CrowdResponse","C:\Windows\system32\","UserDeviceRegistration.dll","199168","0x20","ARCHIVE","2018-09-15T07:28:30Z","2023-09-18T11:04:09Z","2018-09-15T07:28:30Z","Microsoft Corporation","AAD User Device Registration WinRT","10.0.17763.1 (WinBuild.160101.0800)","UserDeviceRegistration.dll","&#169; Microsoft Corporation. All rights reserved.","UserDeviceRegistration.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","94628334b78f5923d6e541ff9619357c","a4f6ab3ae69c934f67899f63041e4fcf69db4958","654f13937cf8a39a74b51112894f292f735feab32450d7e69efb574eef72e167"
"CrowdResponse","C:\Windows\system32\","UserDeviceRegistration.Ngc.dll","249856","0x20","ARCHIVE","2018-09-15T07:28:30Z","2018-09-15T07:28:30Z","2018-09-15T07:28:30Z","Microsoft Corporation","AD/AAD User Device Registration WinRT","10.0.17763.1 (WinBuild.160101.0800)","UserDeviceRegistration.Ngc.dll","&#169; Microsoft Corporation. All rights reserved.","UserDeviceRegistration.Ngc.dll.MUI","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","6c0946ff8a8942e5d13561e9727a15ff","5663a71abcaec2d37542dce01d440cdfef1902f8","1fe5652c7cf21f59a09efe6a6b573fb41cf83becc6b763beadc8219b3a45920e"
"CrowdResponse","C:\Windows\system32\","userenv.dll","152384","0x20","ARCHIVE","2018-09-15T07:28:46Z","2023-10-06T17:45:10Z","2018-09-15T07:28:46Z","Microsoft Corporation","Userenv","10.0.17763.1 (WinBuild.160101.0800)","userenv","&#169; Microsoft Corporation. All rights reserved.","userenv.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","ff62e35039ccddb9f5e1283ae1741363","84fc5e6926eb628f643060eaaa75201a7489d8a2","fde8ccba098fa7873a641e6980592deb58894643742cb0ee12dc50e375db4307"
"CrowdResponse","C:\Windows\system32\","userinit.exe","33792","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:44:32Z","2018-09-15T07:28:45Z","Microsoft Corporation","Userinit Log-on Application","10.0.17763.1 (WinBuild.160101.0800)","userinit","&#169; Microsoft Corporation. All rights reserved.","USERINIT.EXE.MUI","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","bf8825d08bc235f0609ca8bbef4e179c","470c3e60f9b2b6d83f95c7916a5361e34dec3471","1fe7f7c59ec7eaa276739fa85f7dda6136d81184e0aeb385b6ac9feaaa8c4394"
"CrowdResponse","C:\Windows\system32\","userinitext.dll","19968","0x20","ARCHIVE","2018-09-15T07:28:50Z","2023-10-06T17:37:19Z","2018-09-15T07:28:50Z","Microsoft Corporation","UserInit Utility Extension DLL","10.0.17763.1 (WinBuild.160101.0800)","UserInitExt","&#169; Microsoft Corporation. All rights reserved.","UserInitExt.DLL.MUI","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","b9450d9f1e9acb75e25fc57027fdde26","52d03e05e44678ea50fe125dd37148d90926eb9a","f8e9958b4ac8f06eff9ebb05b03447370c50d33c50462ac4f79e70aa8a320cec"
"CrowdResponse","C:\Windows\system32\","UserLanguageProfileCallback.dll","60928","0x20","ARCHIVE","2018-09-15T07:28:36Z","2023-10-06T17:39:16Z","2018-09-15T07:28:36Z","Microsoft Corporation","MUI Callback for User Language profile changed","10.0.17763.1 (WinBuild.160101.0800)","UserLanguageProfileCallback","&#169; Microsoft Corporation. All rights reserved.","UserLanguageProfileCallback.dll","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","2ef1eff30a933f22c58c3a292e8e7d92","d2aa9b8a3e1fc694b784ad765cdb34e99440b043","57397bb0a9f4b6f55c141b0e9f7cc360cd0d69c4b1e48e683150d04c98acefdb"
"CrowdResponse","C:\Windows\system32\","usermgr.dll","1255936","0x20","ARCHIVE","2018-09-15T07:28:47Z","2023-10-06T17:44:17Z","2018-09-15T07:28:47Z","Microsoft Corporation","UserMgr","10.0.17763.1 (WinBuild.160101.0800)","usermgr.dll","&#169; Microsoft Corporation. All rights reserved.","usermgr.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","9e78ff24c05874b3ea4c8029879c28ac","859fd9e21d607a9c0ced0c5e58ea96d9f6387815","01eb54fc614beb800ed547a00f6bf7434267db5be880d025adede36edf9d7fa4"
"CrowdResponse","C:\Windows\system32\","usermgrcli.dll","76944","0x20","ARCHIVE","2018-09-15T07:28:46Z","2023-10-06T17:37:32Z","2018-09-15T07:28:46Z","Microsoft Corporation","UserMgr API DLL","10.0.17763.1 (WinBuild.160101.0800)","usermgrcli.dll","&#169; Microsoft Corporation. All rights reserved.","usermgrcli.dll","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","3b55cc03bf82c34f0c1f1ac2aafc793e","73685f7d9129b5c848d57fcdb573fcb4102f1ea0","1499a910290c1735a1c8f2ae43506023ab79ae9814e672604ffe5eb084780054"
"CrowdResponse","C:\Windows\system32\","UserMgrProxy.dll","281600","0x20","ARCHIVE","2018-09-15T07:28:46Z","2023-10-06T17:38:20Z","2018-09-15T07:28:46Z","Microsoft Corporation","UserMgrProxy","10.0.17763.1 (WinBuild.160101.0800)","usermgrproxy.dll","&#169; Microsoft Corporation. All rights reserved.","usermgrproxy.dll","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","f22ecae2e79eeb94c51a16ab42d3525f","57451745ae71e2fa290924d5105dfb7394b65944","bb259c649d501159d9b40558ef5d2c6bc0d8211c1ba4dbb9c94a28f8d5f58259"
"CrowdResponse","C:\Windows\system32\","usoapi.dll","108032","0x20","ARCHIVE","2018-09-15T07:28:39Z","2023-10-06T17:38:04Z","2018-09-15T07:28:39Z","Microsoft Corporation","Update Session Orchestrator API","10.0.17763.1 (WinBuild.160101.0800)","Update Session Orchestrator API","&#169; Microsoft Corporation. All rights reserved.","USOAPI.dll","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","69f803a45b704351e47e9e2ed320c4d1","7effb0affd3ed80c1f1e9048ababce61a77fcd39","6ff3adc124a2905d839c45fa00e263e7028f16f4d74812003ffadc5b7c780e3a"
"CrowdResponse","C:\Windows\system32\","UsoClient.exe","48128","0x20","ARCHIVE","2018-09-15T07:28:39Z","2023-10-06T17:44:49Z","2018-09-15T07:28:39Z","Microsoft Corporation","UsoClient","10.0.17763.1 (WinBuild.160101.0800)","UsoClient","&#169; Microsoft Corporation. All rights reserved.","UsoClient","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","fb4cafbfa1583763dbb9e3a16ad45b7d","aebe19730070413c7d4d62b294582e2171876a30","69e1fa308f613185ffbdea6a8237569db8445d60c4633f21abf6cdb0ffe91eba"
"CrowdResponse","C:\Windows\system32\","usocore.dll","883712","0x20","ARCHIVE","2019-03-12T06:33:03Z","2023-10-06T17:44:49Z","2019-03-12T06:33:03Z","Microsoft Corporation","Update Session Orchestrator Core","10.0.17763.1 (WinBuild.160101.0800)","Update Session Orchestrator Core","&#169; Microsoft Corporation. All rights reserved.","USOCore.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","34a56afa7c825e1b2cd57b72f16f85f0","efc3b68a6c36f4a155bc86ed5943777f6792f45d","2f9d1fa3248eff2202c6932379a856a158fd312bea1740cc0c3a927b56ec5b9c"
"CrowdResponse","C:\Windows\system32\","usp10.dll","79360","0x20","ARCHIVE","2018-09-15T07:28:46Z","2023-10-06T17:40:02Z","2018-09-15T07:28:46Z","Microsoft Corporation","Uniscribe Unicode script processor","10.0.17763.1 (WinBuild.160101.0800)","USP10.DLL","&#169; Microsoft Corporation. All rights reserved.","USP10.DLL","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","65dd3cf948f18a9e88867493db3a4400","ef21839d64528df09b211e042c26fe3f8feeb209","8949e20106ccceb62e3e49bfc82f8c1b89115938187aad7a28819e6c0fb4d766"
"CrowdResponse","C:\Windows\system32\","ustprov.dll","50176","0x20","ARCHIVE","2018-09-15T07:28:44Z","2018-09-15T07:28:44Z","2018-09-15T07:28:44Z","Microsoft Corporation","User State WMI Provider","10.0.17763.1 (WinBuild.160101.0800)","USTPROV.DLL","&#169; Microsoft Corporation. All rights reserved.","USTPROV.DLL","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","2d73d5119e1c6eb2210bc5549c6cedf2","6bc7dac6b4c3a3c8404d67188201d1c2629bceba","6ccd68cf2f36b182fa72136e076ef800c62546c999fc31abba2ab7a1036e93ed"
"CrowdResponse","C:\Windows\system32\","utcutil.dll","103936","0x20","ARCHIVE","2018-09-15T07:28:46Z","2023-10-06T17:46:50Z","2018-09-15T07:28:46Z","Microsoft Corporation","Microsoft Windows Telemetry Utils","10.0.17763.1 (WinBuild.160101.0800)","utcutil.dll","&#169; Microsoft Corporation. All rights reserved.","utcutil.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","c1ff11fefc30797f4e1cd339be58107a","39d703930c4b44710f5b0f49a7dcc70e1309d8d1","50c29d308542a918078d368d27cc6ad4c962b011e37de47830144562c8de648f"
"CrowdResponse","C:\Windows\system32\","utildll.dll","45976","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T16:40:30Z","2018-09-15T07:28:45Z","Microsoft Corporation","WinStation utility support DLL","10.0.17763.1 (WinBuild.160101.0800)","utildll","&#169; Microsoft Corporation. All rights reserved.","utildll.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","be463f59d8c650e3a3f034053afd2884","d6810c3b96752b397c9c0f96f1868634a085a1f6","0e4118bdc030e9477c65205c384b3752734217fc0e1e98aa142857eff2e77c2d"
"CrowdResponse","C:\Windows\system32\","Utilman.exe","113664","0x20","ARCHIVE","2018-09-15T07:28:42Z","2020-11-06T12:24:23Z","2018-09-15T07:28:42Z","Microsoft Corporation","Utility Manager","10.0.17763.1 (WinBuild.160101.0800)","utilman2.exe","&#169; Microsoft Corporation. All rights reserved.","utilman2.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","1fee3ef75593f715ac858aa5dcfb724f","1f4fde393aa0a8fc8ee8b91c278fead43fa95796","006eab15d43639b420ac7380a923230cb47d96f35a0b0377538ff49725efc23e"
